일련번호,상호명,지번주소
21598,미니스톱,광주광역시 광산구 쌍암동 685-6
21599,CU,광주광역시 북구 신용동 684
21600,CU,광주광역시 남구 백운동 653-1
21601,미니스톱,광주광역시 광산구 흑석동 585
21602,우리유통,광주광역시 북구 북동 233-3
21603,GS25,광주광역시 광산구 운수동 25-1
21604,CU봉선금호점,광주광역시 남구 봉선동 518
21605,CU,광주광역시 동구 계림동 898
21606,GS25광주힐스테이점,광주광역시 서구 화정동 618-3
21607,CU,광주광역시 동구 용산동 662
21608,CU,광주광역시 북구 동림동 1330
21609,미니스톱일곡중앙점,광주광역시 북구 일곡동 822-1
21610,GS25,광주광역시 북구 신용동 679
21611,세븐일레븐,광주광역시 남구 봉선동 538-4
21612,CU,광주광역시 광산구 수완동 926
21613,CU,광주광역시 광산구 산정동 1042
21614,GS25,광주광역시 북구 용봉동 1097-10
21615,더치스토리카페,광주광역시 서구 화정동 334-22
21616,코리아세븐광주기독병원점,광주광역시 남구 양림동 264
21617,미니스톱상무,광주광역시 서구 치평동 1198-5
21618,GS25,광주광역시 북구 용두동 311-44
21619,CU,광주광역시 북구 양산동 1047
21620,CU,광주광역시 서구 치평동 1230-3
21621,CU,광주광역시 광산구 산정동 942-1
21622,CU,광주광역시 광산구 신창동 508-24
21767,세븐일레븐,광주광역시 광산구 운수동 25-1
21768,세븐일레븐,광주광역시 서구 농성동 32-27
21769,피씨유져system,광주광역시 북구 운암동 96-2
21770,세븐일레븐,광주광역시 북구 중흥동 288-38
21771,세븐일레븐문흥이호,광주광역시 북구 문흥동 1011-6
21772,CU,광주광역시 북구 용봉동 1216-1
21773,GS25,광주광역시 동구 동명동 182-9
21774,GS25,광주광역시 동구 금남로5가 154-1
21775,미니스톱,광주광역시 북구 본촌동 3016
21776,CU,광주광역시 남구 노대동 871
21777,알리바이,광주광역시 광산구 하남동 650
21778,CU,광주광역시 북구 용봉동 300
21779,세븐일레븐,광주광역시 광산구 월곡동 683-8
21780,GS,광주광역시 서구 쌍촌동 949-2
21781,CU,광주광역시 동구 동명동 240-16
21782,미니스톱월계제일점,광주광역시 광산구 월계동 873-10
21783,세븐일레븐,광주광역시 북구 연제동 478-40
21784,CU,광주광역시 광산구 월계동 761-4
21785,GS25,광주광역시 북구 용봉동 1366-1
21786,CU,광주광역시 광산구 하남동 820
21787,이사시삼육오디씨마트,광주광역시 광산구 신가동 876-23
21788,CU,광주광역시 광산구 수완동 1255
21789,CU,광주광역시 서구 금호동 892
21790,미니스톱,광주광역시 남구 진월동 481-4
21791,세븐일레븐광주첨단메가점,광주광역시 광산구 쌍암동 689-8
21792,GS25,광주광역시 북구 운암동 1011
21793,세븐일레븐,광주광역시 광산구 월곡동 560-10
21794,GS25,광주광역시 동구 소태동 1103
21795,그린365KDB점,광주광역시 서구 양동 60-37
21796,CU,광주광역시 광산구 운남동 456-13
21797,GS25,광주광역시 남구 노대동 827
21798,알리바이,광주광역시 광산구 송정동 800-4
21799,미니스톱,광주광역시 광산구 오선동 661
21800,GS25신가원룸신가원룸,광주광역시 광산구 신가동 984-20
21801,GS25,광주광역시 남구 봉선동 617-5
21802,GS25광주쌍촌,광주광역시 서구 쌍촌동 1278-4
21803,GS,광주광역시 서구 금호동 751-9
21804,GS25,광주광역시 북구 양산동 249-33
21805,세븐일레븐광주쌍촌우미점,광주광역시 서구 쌍촌동 1337
21806,또와스낵,광주광역시 북구 생용동 90
21807,CU,광주광역시 서구 쌍촌동 1295-10
21808,위드미유덕교차로점,광주광역시 서구 유촌동 820-85
21809,CU,광주광역시 서구 화정동 23-19
21810,CU,광주광역시 서구 동천동 694
21811,운암한국병원매점,광주광역시 북구 운암동 1078-11
21812,CU,광주광역시 서구 유촌동 871-3
21813,CU,광주광역시 북구 용봉동 1359-6
21814,미니스톱,광주광역시 남구 진월동 339-7
21815,미니스톱신가중앙점,광주광역시 광산구 신가동 994-3
21816,미니스톱,광주광역시 북구 양산동 101
21964,GS25,광주광역시 서구 농성동 660-3
21965,CU,광주광역시 북구 용봉동 741
21966,미니스톱,광주광역시 광산구 흑석동 537
21967,CU,광주광역시 남구 진월동 483-6
21968,CU,광주광역시 서구 금호동 243-30
21969,CU,광주광역시 북구 문흥동 787-6
21970,GS25수완아뜨리움,광주광역시 광산구 수완동 937
21971,GS25,광주광역시 서구 내방동 847
21972,CU,광주광역시 북구 용두동 285-4
21973,세븐일레븐,광주광역시 북구 우산동 560-7
21974,미니스톱,광주광역시 광산구 월곡동 513-5
21975,미니스톱,광주광역시 북구 용봉동 160-23
21976,세븐일레븐,광주광역시 북구 문흥동 989-18
21977,세븐일레븐,광주광역시 남구 노대동 857
21978,CU,광주광역시 광산구 월전동 2-75
21979,미니스톱,광주광역시 서구 쌍촌동 548-15
21980,세븐일레븐,광주광역시 광산구 옥동 1248
21981,GS25,광주광역시 북구 일곡동 818-4
21982,CU,광주광역시 남구 행암동 713
21983,위드미,광주광역시 동구 계림동 484-23
21984,오케이편의점포차,광주광역시 북구 운암동 936-5
21985,GS25남광주역,광주광역시 동구 학동 994
21986,프리타임,광주광역시 동구 금남로5가 27
21987,훼미리마트화정우량,광주광역시 서구 화정동 900-5
21988,CU,광주광역시 북구 오치동 872-1
21989,미니스톱광주금호점,광주광역시 서구 금호동 761-6
21990,GS25오치마을,광주광역시 북구 오치동 1043-2
21991,CU,광주광역시 북구 본촌동 769-9
21992,알리바이,광주광역시 광산구 신창동 1128-5
21993,세븐일레븐,광주광역시 광산구 임곡동 498
21994,CU,광주광역시 북구 본촌동 3051
21995,세븐일레븐,광주광역시 북구 오치동 971-4
21996,GS25광주역팔영점,광주광역시 북구 신안동 132-5
21997,CU,광주광역시 서구 금호동 240-2
21998,GS25,광주광역시 남구 봉선동 176-2
21999,미니스톱,광주광역시 서구 유촌동 168-2
22000,세븐일레븐,광주광역시 동구 운림동 628
22001,미니스톱광천아름점,광주광역시 서구 광천동 1-6
22002,GS금호,광주광역시 서구 금호동 240-2
22003,이마트,광주광역시 동구 대의동 76-1
22004,장수편의점,광주광역시 광산구 장수동 500-10
22005,세븐일레븐,광주광역시 남구 방림동 556-1
22006,CU,광주광역시 서구 내방동 403-4
22007,CU,광주광역시 서구 풍암동 895
22008,위드미광주송촌점,광주광역시 광산구 송촌동 276-1
22009,미니스톱,광주광역시 서구 화정동 783-5
22010,미니스톱,광주광역시 광산구 산정동 1060
22011,GS25,광주광역시 북구 문흥동 950-8
22012,GS25,광주광역시 서구 쌍촌동 1006-18
22013,CU,광주광역시 북구 운암동 934-8
22160,GS25각화글로벌점,광주광역시 북구 각화동 152-25
22161,CU,광주광역시 서구 치평동 1243
22162,자갈마당,광주광역시 북구 신안동 127-1
22163,홀인원편의마트두암점,광주광역시 북구 두암동 935-8
22164,호남판촉물편의점,광주광역시 서구 치평동 1247-4
22165,이마트,광주광역시 동구 지산동 473-9
22166,TODAY,광주광역시 남구 백운동 635-1
22167,나인업24,광주광역시 동구 학동 734-2
22168,CU,광주광역시 광산구 송정동 758-3
22169,미니스톱사암로점,광주광역시 광산구 도천동 295-7
22170,K1편의점,광주광역시 북구 운암동 940
22171,위드미운암블루시안점,광주광역시 북구 운암동 779-2
22172,데빌브라운,광주광역시 광산구 쌍암동 694-63
22173,CU광주제석산점,광주광역시 남구 봉선동 1077
22174,알리바이,광주광역시 광산구 월계동 891-7
22175,SMART프라자,광주광역시 북구 용봉동 1248-13
22176,GS25,광주광역시 광산구 황룡동 1
22177,이마트24,광주광역시 동구 대의동 76-1
22178,세븐일레븐,광주광역시 북구 연제동 42-8
22179,GS25,광주광역시 북구 신안동 226-14
22180,세븐일레븐,광주광역시 북구 오치동 1025-18
22181,GS25,광주광역시 서구 광천동 650-312
22182,CU,광주광역시 서구 치평동 203-5
22183,GS25,광주광역시 동구 산수동 685
22184,미니스톱,광주광역시 서구 쌍촌동 968-1
22185,미니스톱,광주광역시 광산구 월전동 1133
22186,CU,광주광역시 광산구 산정동 1104
22187,뉴훼밀리편의점,광주광역시 북구 용봉동 1365-22
22188,씨제이올리브네트웍스광주,광주광역시 서구 광천동 234-6
22189,세븐일레븐,광주광역시 광산구 수완동 1682
22190,CU,광주광역시 서구 풍암동 1053
22191,위드미광주유정점,광주광역시 동구 계림동 538-39
22192,CU,광주광역시 북구 두암동 581-33
22193,동산슈퍼,광주광역시 동구 지산동 714-43
22194,오픈편의점,광주광역시 북구 중흥동 355-14
22195,CU,광주광역시 북구 운암동 805-7
22196,GS25방림모아,광주광역시 남구 방림동 556
22197,CU,광주광역시 남구 월산동 271-2
22198,GS25,광주광역시 서구 화정동 782-1
22199,쉼터마트,광주광역시 동구 운림동 959
22200,세븐일레븐,광주광역시 광산구 우산동 1027-4
22201,SSM매점,광주광역시 서구 치평동 1326
22202,GS25,광주광역시 남구 월산동 929-35
22203,GS25,광주광역시 북구 중흥동 334-12
22204,세븐일레븐,광주광역시 광산구 송정동 1003-77
22205,세븐일레븐,광주광역시 동구 서석동 96-3
22206,채널큐,광주광역시 북구 양산동 288-15
22207,CU,광주광역시 북구 망월동 1172-4
22208,CU,광주광역시 광산구 월계동 891-4
22209,GS25,광주광역시 북구 문흥동 185-1
22356,CU,광주광역시 북구 신안동 136-1
22357,세븐일레븐,광주광역시 광산구 임곡동 490-5
22358,그린365,광주광역시 광산구 신창동 1239-7
22359,꼬마아이지에이코리아,광주광역시 북구 용봉동 1425-3
22360,코리아세븐광주서석골드점,광주광역시 동구 서석동 98-1
22361,CU,광주광역시 동구 산수동 715
22362,미니스톱,광주광역시 서구 치평동 1208
22363,이마트,광주광역시 서구 풍암동 1161-9
22364,미니스톱,광주광역시 서구 풍암동 1111
22365,세븐일레븐광주용봉사랑점,광주광역시 북구 용봉동 144-10
22366,CU,광주광역시 광산구 월곡동 538-2
22367,코리아세븐광주오치서하점,광주광역시 북구 오치동 971-5
22368,알리바이,광주광역시 서구 풍암동 1137-11
22369,세븐일레븐,광주광역시 북구 양산동 653
22370,CU,광주광역시 광산구 신창동 1110
22371,위드미광주역점,광주광역시 북구 신안동 1-4
22372,위드미상무지구점,광주광역시 서구 치평동 1220-6
22373,위드미주월삼육점,광주광역시 남구 주월동 440-10
22374,코리아세븐광주,광주광역시 서구 금호동 738-1
22375,cu광주화개점,광주광역시 서구 금호동 892
22376,CU,광주광역시 광산구 월계동 870-7
22377,위드미광주옥동점,광주광역시 광산구 옥동 221-3
22378,세븐일레븐신천힐탑맨션점,광주광역시 서구 쌍촌동 1374-4
22379,알리바이,광주광역시 남구 진월동 421-1
22380,코리아세븐광주신가,광주광역시 광산구 신가동 1008-1
22381,세븐일레븐,광주광역시 북구 임동 97-36
22382,세븐일레븐,광주광역시 광산구 송정동 794-4
22383,코리아세븐광주,광주광역시 북구 운암동 443-24
22384,세븐일레븐,광주광역시 북구 북동 92-24
22385,큰별마트,광주광역시 광산구 월계동 898-11
22386,미니스톱,광주광역시 남구 백운동 32-1
22387,해피데이,광주광역시 북구 용봉동 1358-9
22388,CU,광주광역시 광산구 산월동 886-1
22389,CU,광주광역시 광산구 우산동 1576-4
22390,썬마트,광주광역시 광산구 신가동 1019-2
22391,CU,광주광역시 광산구 신가동 1092
22392,미니스톱,광주광역시 광산구 도산동 868-1
22393,세븐일레븐,광주광역시 광산구 월곡동 495-14
22394,지에스계림,광주광역시 동구 계림동 556-7
22395,코리아세븐광주,광주광역시 북구 두암동 569-12
22396,GS25수완점,광주광역시 광산구 수완동 1377
22397,세븐일레븐,광주광역시 광산구 선암동 588
22398,CU,광주광역시 광산구 월곡동 543-5
22399,코리아세븐광주,광주광역시 광산구 신창동 1128-1
22400,CU,광주광역시 북구 용봉동 555-8
22401,GS25,광주광역시 북구 두암동 903-1
22402,소요람편의점,광주광역시 북구 두암동 968-1
22403,코리아세븐광주,광주광역시 북구 월출동 978-9
22404,세븐일레븐,광주광역시 광산구 송정동 871-35
22550,클릭이십사시편의점,광주광역시 광산구 월계동 758-3
22551,미니스톱운남지구,광주광역시 광산구 운남동 785-4
22552,세븐일레븐,광주광역시 북구 용봉동 584-28
22553,미니스톱,광주광역시 남구 주월동 505-32
22554,동산훼미리마트,광주광역시 북구 두암동 326
22555,CU운천원룸점,광주광역시 서구 쌍촌동 983-29
22556,코리아세븐광주운암타운점,광주광역시 북구 운암동 1030-3
22557,CU,광주광역시 북구 삼각동 778-5
22558,GS25,광주광역시 북구 운암동 130-1
22559,세븐일레븐,광주광역시 북구 신안동 498-4
22560,GS25,광주광역시 남구 송하동 365-1
22561,미니스톱,광주광역시 서구 쌍촌동 1362
22562,프렌드365,광주광역시 광산구 월곡동 702-2
22563,금호편의점,광주광역시 서구 금호동 815
22564,GS25,광주광역시 광산구 신창동 1211-5
22565,위드미광주진곡산단점,광주광역시 광산구 오선동 693
22566,CU,광주광역시 남구 봉선동 460-6
22567,미니스톱,광주광역시 광산구 도산동 582
22568,CU,광주광역시 북구 중흥동 340-24
22569,CU전대햇살점,광주광역시 북구 용봉동 1197-1
22570,GS25,광주광역시 북구 신안동 122-1
22571,CU,광주광역시 남구 봉선동 476-4
22572,CU,광주광역시 동구 계림동 543-1
22573,미니스톱평동월전점,광주광역시 광산구 월전동 1067
22574,세븐일레븐,광주광역시 북구 매곡동 290
22575,코리아세븐광주장덕,광주광역시 광산구 장덕동 1677
22576,미니스톱,광주광역시 광산구 안청동 273-8
22577,세븐일레븐,광주광역시 남구 백운동 494-8
22578,코리아세븐광주신가,광주광역시 광산구 신가동 1147
22579,위드미챔피언스필드2호점,광주광역시 북구 임동 316
22580,연세편의점,광주광역시 북구 동림동 703
22581,CU,광주광역시 북구 우산동 606-5
22582,GS25,광주광역시 북구 두암동 61
22583,위드미광주유정점,광주광역시 동구 계림동 538-38
22584,세븐일레븐,광주광역시 남구 백운동 586-15
22585,CU,광주광역시 광산구 우산동 1604-5
22586,gs25,광주광역시 광산구 월계동 849-5
22587,세븐일레븐,광주광역시 광산구 월곡동 535-6
22588,CU문흥현대점,광주광역시 북구 문흥동 968-2
22589,GS25수완세영점,광주광역시 광산구 장덕동 1111
22590,CU,광주광역시 남구 월산동 192-5
22591,위드미백운현대점,광주광역시 남구 백운동 636-9
22592,CU,광주광역시 광산구 산정동 912-12
22593,CU,광주광역시 동구 계림동 567-1
22594,CU,광주광역시 광산구 오선동 648
22595,CU월계원룸점,광주광역시 광산구 월계동 809-7
22596,세븐일레븐,광주광역시 서구 농성동 418-19
22597,GS25운남9단지점,광주광역시 광산구 월곡동 681-1
22598,CU,광주광역시 남구 진월동 262-3
22599,위드미수완대로점,광주광역시 광산구 신가동 1236
22745,CU,광주광역시 동구 서석동 375
22746,CU,광주광역시 북구 두암동 860-36
22747,GS25,광주광역시 광산구 월계동 797-1
22748,코리아세븐광주산정공원로점,광주광역시 광산구 월곡동 509-8
22749,CU,광주광역시 광산구 월곡동 510-8
22750,미니스톱,광주광역시 광산구 비아동 707-11
22751,CU,광주광역시 서구 매월동 946
22752,알리바이오치점,광주광역시 북구 오치동 572
22753,CU광주서영대점,광주광역시 북구 운암동 789-1
22754,CU하남대로점,광주광역시 광산구 하남동 164-4
22755,CU방림삼거리점,광주광역시 남구 방림동 526-2
22756,세븐일레븐,광주광역시 북구 오치동 861-73
22757,홈마트,광주광역시 동구 산수동 568-1
22758,CU,광주광역시 서구 농성동 635-9
22759,CU,광주광역시 남구 월산동 901-3
22760,CU,광주광역시 북구 효령동 283-2
22761,세븐일레븐,광주광역시 남구 백운동 626-1
22762,세븐일레븐,광주광역시 광산구 비아동 701-9
22763,GS25,광주광역시 북구 각화동 594
22764,CU,광주광역시 북구 오치동 1016-7
22765,CU,광주광역시 북구 오치동 861-1
22766,위드미,광주광역시 동구 산수동 688
22767,세븐일레븐,광주광역시 서구 금호동 73-1
22768,CU,광주광역시 광산구 송정동 555-4
22769,코리아세븐광주소촌이지점,광주광역시 광산구 소촌동 232-6
22770,G25,광주광역시 광산구 신창동 1211-5
22771,CU,광주광역시 서구 농성동 417-18
22772,미니스톱,광주광역시 광산구 수완동 1363
22773,세븐일레븐,광주광역시 북구 운암동 96-5
22774,withme,광주광역시 광산구 도산동 1294-10
22775,CU,광주광역시 북구 신안동 136-7
22776,GS25시,광주광역시 동구 지산동 510-12
22777,CU,광주광역시 북구 양산동 124
22778,CU,광주광역시 동구 산수동 494-12
22779,팝스토어,광주광역시 북구 두암동 561-6
22780,미니스톱두암주공점,광주광역시 북구 두암동 985-1
22781,채널큐,광주광역시 북구 양산동 205-6
22782,CU전대중앙점,광주광역시 북구 용봉동 1226-1
22783,CU주월현대점,광주광역시 남구 주월동 456
22784,알리바이,광주광역시 서구 화정동 23-58
22785,세븐일레븐,광주광역시 남구 서동 241-2
22786,올더웨이,광주광역시 동구 금동 185-5
22787,해빛,광주광역시 서구 치평동 1240-8
22788,CU,광주광역시 서구 풍암동 1117-5
22789,GS25,광주광역시 남구 진월동 382-17
22790,채널큐,광주광역시 동구 지산동 249-4
22791,코리아세븐광주증흥,광주광역시 북구 중흥동 710-10
22792,GS25화정삼익점,광주광역시 서구 화정동 176-2
22793,미니스톱,광주광역시 광산구 월계동 816-2
22794,CU,광주광역시 북구 용봉동 1149-47
22939,미니스톱,광주광역시 광산구 월계동 888-7
22940,미니스톱,광주광역시 광산구 월곡동 537-2
22941,해빛,광주광역시 북구 두암동 566-1
22942,CU,광주광역시 서구 쌍촌동 891-19
22943,CUSK양산주유소점,광주광역시 북구 양산동 610-17
22944,GS25,광주광역시 서구 농성동 631-38
22945,GS25,광주광역시 광산구 신창동 507-17
22946,유투편의점,광주광역시 광산구 선암동 786
22947,훼밀리마트,광주광역시 동구 학동 618-9
22948,그린편의점,광주광역시 서구 매월동 948
22949,GS25봉선라인점,광주광역시 남구 봉선동 985
22950,세븐일레븐,광주광역시 북구 신용동 651
22951,미니스톱,광주광역시 북구 중흥동 277-1
22952,GS25,광주광역시 서구 화정동 740-6
22953,미니스톱,광주광역시 북구 동림동 1149-2
22954,세븐일레븐광주하산점,광주광역시 광산구 하산동 150-1
22955,CU,광주광역시 서구 농성동 670-1
22956,하랑씨유광주제석산점,광주광역시 남구 봉선동 1077
22957,코리아세븐월계차니점,광주광역시 광산구 월계동 790-2
22958,이십사시편의점,광주광역시 남구 양림동 92-39
22959,CU,광주광역시 서구 유촌동 844
22960,GS25,광주광역시 동구 계림동 484-23
22961,CU,광주광역시 남구 월산동 1-4
22962,GS25,광주광역시 남구 서동 291
22963,이마트,광주광역시 광산구 쌍암동 688-4
22964,GS25,광주광역시 북구 풍향동 601-1
22965,GS25,광주광역시 동구 대의동 39
22966,세븐일레븐,광주광역시 서구 풍암동 1171
22967,CU,광주광역시 남구 주월동 106-27
22968,미니스톱,광주광역시 광산구 송정동 843-1
22969,세븐일레븐,광주광역시 광산구 송정동 950-12
22970,GS25,광주광역시 광산구 수완동 1077
22971,미니스톱,광주광역시 북구 두암동 298-5
22972,CU,광주광역시 북구 동림동 885-12
22973,해피데이편의점,광주광역시 동구 충장로1가 8-2
22974,GS25,광주광역시 북구 신안동 143-11
22975,세븐일레븐,광주광역시 북구 일곡동 886-1
22976,광주주월명지점,광주광역시 남구 주월동 700
22977,세븐일레븐,광주광역시 광산구 소촌동 645-2
22978,미니스톱,광주광역시 서구 쌍촌동 979-33
22979,GS25송정사랑병원,광주광역시 광산구 송정동 895-1
22980,GS25,광주광역시 광산구 운남동 387-22
22981,미니스톱,광주광역시 북구 중흥동 327-1
22982,GS25,광주광역시 북구 동림동 1147-2
22983,세븐일레븐,광주광역시 북구 오치동 692-1
22984,GS25,광주광역시 북구 양산동 776
22985,세븐일레븐,광주광역시 남구 노대동 810
22986,미니스톱,광주광역시 광산구 광산동 86
22987,GS25,광주광역시 북구 동림동 1147-1
22988,CU,광주광역시 남구 봉선동 518
23133,세븐일레븐,광주광역시 서구 화정동 743-24
23134,미니스톱,광주광역시 북구 오치동 861-44
23135,세븐일레븐,광주광역시 북구 유동 109-6
23136,CU,광주광역시 남구 진월동 567
23137,코리아세븐광주,광주광역시 광산구 장덕동 1338
23138,미니스톱,광주광역시 북구 문흥동 742-1
23139,EVERYMART,광주광역시 광산구 신창동 1222-4
23140,GS25,광주광역시 북구 용봉동 1199-10
23141,GS25,광주광역시 남구 진월동 592-1
23142,CU,광주광역시 북구 동림동 755-3
23143,CU,광주광역시 광산구 신가동 1048
23144,미니스톱하남손재로점,광주광역시 광산구 하남동 440-15
23145,케이지세븐일레븐광주광천터미널,광주광역시 서구 광천동 49-1
23146,미니스톱,광주광역시 동구 학동 8
23147,세븐일레븐,광주광역시 남구 봉선동 560-6
23148,세븐일레븐,광주광역시 서구 매월동 601-6
23149,알리바이,광주광역시 광산구 장덕동 1330
23150,CU,광주광역시 광산구 우산동 1079-4
23151,알리바이,광주광역시 광산구 신창동 1123-4
23152,CU,광주광역시 서구 풍암동 926
23153,세븐일레븐,광주광역시 광산구 월전동 1217
23154,미니스톱,광주광역시 동구 동명동 231
23155,CU,광주광역시 동구 계림동 1621
23156,GS25,광주광역시 서구 화정동 965
23157,GS25,광주광역시 광산구 도천동 532-6
23158,GS25,광주광역시 서구 쌍촌동 879
23159,미니스톱,광주광역시 광산구 월계동 805-6
23160,CU,광주광역시 남구 행암동 539
23161,GS25,광주광역시 광산구 흑석동 585
23162,롤리팝상무리채점,광주광역시 서구 치평동 1218
23163,CU,광주광역시 서구 화정동 335
23164,CU,광주광역시 광산구 선암동 506
23165,코리아세븐광주,광주광역시 서구 농성동 642-25
23166,GS25,광주광역시 동구 금동 211-6
23167,중앙매점,광주광역시 광산구 신가동 327-13
23168,세븐일레븐,광주광역시 남구 양림동 66-38
23169,CU,광주광역시 서구 풍암동 682-19
23170,미니스톱,광주광역시 북구 임동 104-8
23171,GS25,광주광역시 광산구 산정동 165
23172,응응스크르광천,광주광역시 서구 광천동 713-7
23173,세븐일레븐,광주광역시 광산구 장덕동 1678
23174,이마트,광주광역시 남구 진월동 867-16
23175,코리아세븐광주,광주광역시 북구 운암동 489-13
23176,CU,광주광역시 광산구 운남동 777-3
23177,에이치에이시스템조선이공,광주광역시 동구 서석동 290
23178,GS25,광주광역시 광산구 선암동 555
23179,디엠,광주광역시 남구 송하동 365-1
23180,CU,광주광역시 북구 연제동 1119
23181,GS25,광주광역시 북구 연제동 1119
23182,미니스톱,광주광역시 광산구 신창동 1108-3
23183,미니스톱,광주광역시 광산구 신창동 1292
23280,세븐일레븐광주첨단병원점,광주광역시 광산구 쌍암동 665-1
23281,GS25,광주광역시 동구 학동 65-1
23282,GS25,광주광역시 광산구 신창동 1273-2
23283,대학로명과24시편의점,광주광역시 북구 신안동 213-5
23284,GS25,광주광역시 남구 봉선동 985
23285,CU,광주광역시 북구 오치동 941-1
23286,개미24시편의점,광주광역시 동구 계림동 558-6
23287,알리바이,광주광역시 서구 쌍촌동 249-8
23288,SUPERMART,광주광역시 북구 용봉동 1241-28
23289,코리아탑베큠,광주광역시 광산구 비아동 686-1
23290,세븐일레븐광주내방주공점,광주광역시 서구 내방동 581-4
23291,솔강,광주광역시 북구 용봉동 1378-1
23292,비타민마트,광주광역시 남구 백운동 629-12
23293,미니스톱광주지점,광주광역시 광산구 우산동 1589-1
23294,미니스톱동천주공,광주광역시 서구 동천동 704
23295,한국미니스톱호남지점무등경기장점,광주광역시 북구 임동 316
23296,CU,광주광역시 광산구 우산동 1587-1
23297,365편의점,광주광역시 북구 오치동 984-2
23298,코리아세븐광주,광주광역시 북구 용봉동 1240-1
23299,CU,광주광역시 남구 진월동 214-2
23300,세븐일레븐,광주광역시 광산구 송정동 791-12
23301,한샘키친바흐광주전시장점,광주광역시 서구 치평동 1243
23302,세븐일레븐,광주광역시 광산구 송정동 710-3
23303,오렌지편의점,광주광역시 서구 화정동 742-6
23304,미니스톱,광주광역시 광산구 쌍암동 664-5
23305,세븐일레븐,광주광역시 광산구 월곡동 313-29
23306,애드존24,광주광역시 북구 풍향동 597-13
23307,세븐일레븐,광주광역시 동구 계림동 293-7
23308,미니스톱,광주광역시 남구 진월동 567-3
23309,모던하우스충장점,광주광역시 동구 충장로4가 29-2
23310,알리바이,광주광역시 북구 용봉동 1199-10
23311,올젠신세계광주점,광주광역시 서구 광천동 49-1
23312,위드미,광주광역시 동구 지산동 63-1
23313,클루광주첨단점,광주광역시 광산구 월계동 890-2
23314,코리아세븐광주,광주광역시 동구 계림동 1596
23315,이마트,광주광역시 서구 치평동 1218-2
23316,마이도시편의점,광주광역시 남구 구동 12
23317,CU,광주광역시 북구 두암동 304-49
23318,만다리나덕,광주광역시 서구 광천동 49-1
23319,CU,광주광역시 북구 두암동 968-1
23320,CU,광주광역시 남구 주월동 1328
23321,GS25첨단공단점,광주광역시 북구 대촌동 958-20
23322,CU,광주광역시 남구 봉선동 606
23323,남성크로커다일광주NC백화점,광주광역시 북구 신안동 6-1
23324,CU,광주광역시 동구 지산동 503-5
23325,세븐일레븐,광주광역시 북구 두암동 888-2
23326,CU운남주공점,광주광역시 광산구 운남동 776-3
23327,코리아세븐광주,광주광역시 남구 봉선동 490-1
23328,미니스톱,광주광역시 서구 치평동 1262-5
23329,세븐일레븐,광주광역시 광산구 월곡동 698-2
23330,CU,광주광역시 동구 운림동 670-4
23331,세븐,광주광역시 서구 광천동 49-1
23332,CU,광주광역시 광산구 신가동 1202
23333,그린복권전문편의점,광주광역시 서구 내방동 477-6
23334,씨유정보통신,광주광역시 광산구 신가동 1001-6
23335,세븐일레븐,광주광역시 서구 농성동 392-5
23336,세븐일레븐광주전대치대점,광주광역시 북구 신안동 475-3
23337,세븐일레븐,광주광역시 동구 금남로5가 74-5
23338,코리아세븐광주신안다이아점,광주광역시 북구 신안동 498-4
23339,CU,광주광역시 북구 중흥동 279-3
23340,GS25,광주광역시 서구 쌍촌동 1340-5
23341,S마트,광주광역시 남구 진월동 250-8
23342,코리아세븐광주,광주광역시 광산구 쌍암동 694-34
23343,CU,광주광역시 광산구 월전동 1193
23344,세븐일레븐,광주광역시 광산구 신가동 968-12
23345,CU,광주광역시 북구 오치동 977-1
23346,CU,광주광역시 서구 화정동 831-8
23347,GS,광주광역시 서구 농성동 631-38
23348,CU,광주광역시 남구 송하동 425-5
23349,CU,광주광역시 광산구 운남동 525-3
23350,CU,광주광역시 동구 학동 750-74
23351,CU,광주광역시 남구 백운동 591-1
23352,세븐일레븐무역회관점,광주광역시 광산구 우산동 1594-1
23353,CU,광주광역시 남구 월산동 1018-40
23354,동키호테편의점,광주광역시 서구 풍암동 935-7
23355,CU,광주광역시 광산구 우산동 1591-7
23356,CU,광주광역시 서구 치평동 1168-1
23357,코리아세븐광주신창,광주광역시 광산구 신창동 1199-8
23358,GS25,광주광역시 서구 화정동 859-1
23359,코리아세븐광주두암,광주광역시 북구 두암동 916-8
23360,GS25광주예가점,광주광역시 북구 용봉동 999
23361,코리아세븐광주하남,광주광역시 광산구 도천동 376-2
23362,미니스톱,광주광역시 서구 농성동 481-8
23363,CU,광주광역시 광산구 선암동 549
23364,CU,광주광역시 광산구 선암동 553
23365,세븐일레븐,광주광역시 광산구 우산동 1057-7
23366,이마트,광주광역시 광산구 월계동 768-7
23367,CU,광주광역시 광산구 쌍암동 675-3
23368,세븐,광주광역시 북구 운암동 110-51
23369,GS25,광주광역시 북구 용봉동 1031
23370,CU,광주광역시 북구 신용동 655
23371,CU,광주광역시 동구 계림동 1113
23372,CU,광주광역시 북구 신용동 809
23373,CU,광주광역시 서구 쌍촌동 952-12
23374,그린25,광주광역시 서구 치평동 1240-8
23375,코리아세븐광주도산셜록홈즈점,광주광역시 광산구 도산동 832
23376,CU,광주광역시 북구 두암동 568-8
23377,CU,광주광역시 북구 양산동 355
23378,미니스톱,광주광역시 북구 운암동 90-1
23476,전남대학교 대학원,광주광역시 북구 용봉동 300
